,clean_data,sentiment
840,Anecdotally I am not sure how much impact the current vaccine has against omicron I tested my antibodies in January and they were 2500 the highest level In March I had a 14 day covid illness It may or may not prevent hospitalisation https://t.co/RS3aqjpjNV,neg
1174,Truth for Health Foundation announces new reporting system for persons injured by COVID 19 vaccine https://t.co/9bHqocKG88,neg
279,The move means many parents reluctant to get their child vaccinated will have another school year before the state mandate kicks in https://t.co/16bFEX0aBl,neg
820,Vaccination can actually reduce the likelihood of someone passing COVID on to another person It's not as effective an intervention as masking so if you can only keep 1 mitigation masks are the right choice b,neg
2530,Albumedix and Valneva's collaboration to include newly approved inactivated COVID 19 vaccine https://t.co/LsZUG03giv #Companies https://t.co/eQQT8822Zi #news 234,pos
253,Pfizer COVID booster spurs immune boost in kids 5 to 11 study shows https://t.co/5S7JVbQInp,pos
663,Ours who we thankfully kept from this horror show of a vaccine roll out whom takes vit d every day tested neg 3 days post symptom onset pos test I've contracted covid and years ago h1n1 Covid is a farce next to that flu Get over it your kid will in about 2 days https://t.co/W5vyJcJ2C0,neg
250,This article is from 2015 Apparently enough athletes were succumbing to HCM to warrant an article This was well before the Covid pandemic and readed mRNA vaccine poisoning you e looking for here,neg
169,I thought poison pill trending on Twitter meant that there was another COVID 19 Vaccine Side-Effect Not just the child-grooming people of The Left shitting their diaper-fur pampers harder than President Biden on taco night Maybe their mothers should have taken Plan B instead,neg
1450,f your question is is my child more at risk from having heart problems from getting Covid or from getting the vaccine the answer is they're more at risk of getting heart problems from Covid Dr Matthew Oster pediatric cardiologist https://t.co/KmZy98J7pu https://t.co/kn6TVDBwlN,neg
1368,"You know nothing about VA protocols 80,000+ COVID Vaccine deaths Vaccine injuries to U S Mil Veterans U S Military civilians Vaccines boosters do not protect against COVID",neg
1482,Imagine being a Denver restaurant owner in 2021 using local media to promote that you made all your employees get the covid vaccine or they would be fired Imagine pretending now in 2022 you didn do that wonder why nobody wants to go to your establishment #restaurants,neg
2401,California閳ユ獨 COVID Vaccine Mandate for Kids Taken Off the Table for Another Year https://t.co/Nslejg4V9u via Because it's not fully approved yet,neg
2130,Cult still supports guy who told us Covid w go away like a miracle ;d rink bleach insert lights everyone who wants vaccine can get one he閳ユ獟l build wall Mexico w pay for it ;d isband NATO Russia war criminal is a genius.Guess racism bigotry white nationalism and sedition prevails,neg
829,Vaccine Injury Long COVID Nasal Rinse and Q A 19 on America Out Loud PULSE https://t.co/umTSSkqPOf via,neg
2284,Dr The F D A authorizes the first Covid 19 breath test棣冨磩棣冨磩 https://t.co/jnW86QJ1Z3,neu
2265,California Backs Away From COVID Vaccine Mandates for Kids via https://t.co/Vn7qlQAr0t,neg
825,Why do you think supply is far exceeding the demand RT Canada Covid 19 vaccines in national stockpile starting to expire as uptake slows https://t.co/lLHqD13vxN,neg
2617,That閳ユ獨 not getting it wrong That閳ユ獨 straight up fucking lying to people to get them to take the vaccine made by the same company who pays you billions yearly for ads No other vaccine does that for you so why would COVID閳ユ獨 Stop being far left or far right and be a human who thinks,neg
1047,In this week's Peer Review The two major Covid 19 #vaccine competitors Pfizer and Moderna will both have new finance chiefs within a week of each other https://t.co/dBtPsHsQ4x,neu
918,Pfizer FDA knew Covid Vaccine caused Immunosuppression VAED ADE in Feb 2021 and they knew it was killing people The Expose https://t.co/f0BRb8UGIh,neg
2001,China is winning at COVID vaccine diplomacy We need Sens Moran and Marshall help https://t.co/hy2zbJv2wa,pos
31,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/KmmX9Ie3O0 A friend of mine recently bought 40 of these books to distribute to his fr,pos
2540,COVID live updates Beware of pandemic fatigue 閳 the BA 2 sub-variant remains dangerous experts say https://t.co/qRGoVpYIYH,neg
1990,Suppressing the truth about #LongCovid is just one little p,pos
2519,From about measles ... The measles vaccine is 97 effective at preventing the disease according to the CDC Once a person is vaccinated studies have determined that protection lasts virtually their whole lives This is why COVID vaccine-ONLY is not enough,pos
1277,Do you think K 12 students should be forced to get a COVID vaccine Share your opinion on our poll https://t.co/KrBpnsV2AZ,neg
997,the comparison to the flu vaccine is inappropriate and invalid as I mentioned in a prior thread They combine mRNA with nonmRNA covid vaccines combine dose 1 and dose 2 don't compare subgroup specific ri,neg
1463,Kidney transplant recipients still have low Omicron neutralizing antibodies after 3 doses of the mRNA covid vaccine Happy to be part of this great work done by and the team https://t.co/31ctk2ebq4,pos
2073,You mean like the vaccine will stop you from contracting COVID or natural immunity doesn't stop you from contracting COVID or a booster will stop you from contracting COVID etc,neg
842,We all take a turn And your vaccine failed to stop transmission,neg
2020,... October 28 2020 points out that OVID 19 vaccines designed to elicit neutralizing antibodies may sensitize vaccine recipients to more severe disease than if they were not vaccinated Please share your thoughts ... Ty These studies seems likes latent-viruses,neg
1682,With an immunocompromised parent it was a thrill to get to report on the development of a new Covid vaccine that may be more effective for those with weakened immune systems #AACR22 https://t.co/RkOjI4AF7V,pos
1012,Irving on vax saga Made right decision for me https://t.co/uch2b0Wk79 #NBAClips,neu
2638,Covid Live Updates F D A Authorizes First Coronavirus Breath Test The New York Times #covid19 #coronavirus https://t.co/xGKZAEBcLK,neu
1114,COVID 19 Vaccine Hesitancy and Experiences of Discrimination Among Black Adults https://t.co/8mzLwrw5cL https://t.co/Rq4hT17viL,neg
1779,Congratulations to Pfizer winner of Gartner's 2022 Supply Chain Award for Customer or Patient Innovation Learn more about our mRNA COVID 19 vaccine how we e getting doses into patients arms #Pfizerproud #PFEColleague https://t.co/lQr3NmGPLL,pos
1647,Wait they're still doing covid protocols Why tf is this still happening post-vaccine So dumb,neg
1458,As a reminder April 18 is when Japan adopts NVAX still asleep A key Japanese panel will discuss whether to recommend approval for Novavax COVID 19 vaccine NVX-CoV 2373 TAK 019 which was filed by local partner Takeda Pharmaceutical at its meeting on April 18,pos
359,Calif State Senate pulls bill mandating COVID 19 vaccine for school children https://t.co/1oCRIPmHyx,neu
369,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he,pos
794,Experts concerned that only 47 per cent of Canadians have received a COVID 19 booster shot via https://t.co/5LBClSuywX,neu
309,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he s,pos
1436,AFP which is not US based says it is fake story https://t.co/HCYDF5ND9Y,neg
1530,Join us Weds 4/20 12:30 for a lunch colloquium by Fengli Xiu Institute Postdoctoral Fellow Knowledge Lab Postdoctoral Scholar on trategic COVID 19 Vaccine Distribution Can Simultaneously Elevate Social Utility and Equity at 1155 E 60 or via Zoom https://t.co/TGRlq3q3Of,pos
1895,Keep the evidence of the invitation don't throw it away The Govt states in the following document that COVID 19 mRNA Vaccine BNT 162b2 is not recommended for children under 12 years Link https://t.co/xCrHp575e4 Screenshot in case they,neg
818,Maybe don't keep sending these shit bills My favorite one AB 316 would have prohibited any governmental entity from discriminating against a person based on whether the person has received a COVID vaccine but it doesn't even define what discriminating would mean https://t.co/ykbqm9hjxz,neg
1030,The healthcare industry must ensure global equitable access to vaccines as a new outbreak of Hepatitis in children across USA and Europe raises concerns #COVID-19 #Healthcare #Pharma #Vaccine #Hepatitis Read more here https://t.co/5z9YHOMp8Z,pos
1036,Beltway Insider Biden SCOTUS Ukraine Bucha Massacre Jan 6 Committee COVID Vaccine Totals Tiger Woods Will Smith https://t.co/yI4y8GYtUd,neu
1339,New research says short videos encouraging vaccinations can reduce COVID 19 vaccine hesitancy https://t.co/RA5VEXNgbN,pos
2650,The covid vaccine has killed people and ivermectin works against covid,neg
1327,Why get 2-3 doses of a Covid vaccine when you can just get Covid twice #HBIL,neu
1533,How Republicans Failed the Unvaccinated https://t.co/0LGG47l5py,neg
87,https://t.co/KjpjwbRK9E #UK says NO to giving it to kids,neg
1267,That is not how to use the word therefore When a normal mild case of Covid can cause serious damage to the micro vascular system of the brain The vaccine is pretty much worthless for young people But,neg
1843,MHRA approves the Moderna COVID 19 vaccine pikevax for use in 6 to 11 year olds https://t.co/z3xKvAgk3O,pos
1648,That answer insinuates that the vaccine prevents covid,pos
141,https://t.co/U4Q8RqdqVM This could be really helpful especially if you don't like a q-tip jammed up your nostril,pos
892,Pass the Bring the Vaccine to the People Ordinance now is absolutely correct We can turn this around https://t.co/Bdb4NxoxBw,neu
64,This week Pfizer made a 100 million bid to acquire an app that claims it will diagnose Covid when you cough on your phone and yet still no vaccine exists in the world for kids under 5,neg
1916,Please enlighten us all of how the anti-vaccine individuals kept covid around when the fully vaccinated individuals can still contract and spread the virus,pos
2077,The joke of this is there is more risk of injury side effects from the vaccine than actual covid in an age range of 5-12 year olds So you've got to question why would you Totally agree most vaccines are wonderful but your choice as well to make,pos
2136,棣冨毉棣冨毇 California Student Kicked Out Of School For Not Getting The Covid Vaccine Part 2棣冨姦棣冨姼棣冨姷棣冨姷棣冨姼棣冨帡閳ョ 》 绗嶉垾 棣冨姱棣冨姦棣冨姎棣冨姍棣冨姽 閴傛  绗嶉垾 https://t.co/WxNNNUmjrF,neu
1078,For all the people in the comments who have been misled by the wording in this post Korda suffered from a blood clot soon after catching Covid early this year there is no link here to a vaccine cause Covid 19 has a significant risk of,neg
521,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he sa,pos
2180,Covid vaccine shot 3 and my head is spinning more than before Never even had a symptom on shots 1 and 2 Slept all day no coding or anything just netflix and food,neg
1804,Third #mRNA COVID 19 vaccine dose appears to be safe https://t.co/yh02db6pUt,pos
2231,Workers are getting angry about companies ending vaccine mandates https://t.co/95uiOYvFbg,neg
2522,So I got a Covid antibody test done and holy crap Either I got an infection and was completely asymptomatic or that vaccine is doing some work,neg
77,Please get vaccinated https://t.co/gt0sAbGITE,pos
2102,Michigan State University COVID vaccine booster mandate extended to summer fall semesters https://t.co/fwSTc0qggP,neu
393,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he,pos
1405,Isn a natural immunity far suprimir to vaccine By getting covid children immune system is learning how to deal with pathogen and hopefully it creates live lasting resistance,pos
262,Having trouble reconciling your data deaths within 28 days of receiving a COVID 19 vaccine using life tables against the age cohort vaccination counts Any suggestions #COPS You also seem to be potentially missing some deaths https://t.co/GsyLVtGd61,neg
2579,Sinovac vaccine is not efficient against Omicron and because of their 0 covid policy a big part of Chinese people don閳ユ獩 have genetic defendes against covid they never had real contact with COVID,neg
1421,Albumedix and Valneva's collaboration to include newly approved inactivated COVID 19 vaccine https://t.co/LsZUG03giv #Companies https://t.co/eQQT8822Zi #news 458,pos
240,A group of 15 students is taking #legalaction against #RyersonUniversity for deregistering them from their programs after they chose not to comply with the school #VaccineMandate https://t.co/xn06F8VNlK,neu
721,What are the odds of this popping up when I recently just watched a video about covid vaccine being snakepoison and Ivermectin one of the only cure,neu
1412,Oh GOD So the vaccine is horrible .. it went from stop the spread .. to it keeps you out the hospital lie to it prevents long COVID really STOP THE LIES,neg
2309,閳ユ穾bout two-thirds of 12 to 17 year-olds have been vaccinated but the numbers are much lower for kids 5 to 11 with only about one-third vaccinated 閳 Even in #California many parents are skeptical about giving their kids the 棣冩嫟 棣冩啨棣冩啨棣冩啨 https://t.co/SWUBciJkg1,neg
1242,#health LINKS TO CORONAVIRUS AND HEALTH 2022 #battling_coronavirus #Biden_administration #coronavirus #sickness #covid19 #illness #COVID_hospitalizations #vaccine_mandates #anti_vaccine #anti_vaxxers https://t.co/G7x7o3MaBx https://t.co/arLoiUgPF1,neu
2560,"COVID 19 The Latest Global Numbers 502,939 945 cases 6,193 905 deaths 11,162 498,166 vaccine doses administered 閳ユ摬ource Johns Hopkins University",neu
890,The years of COVID lockdowns vaccine and mask mandates were a golden era for busybody and bossy middle-aged women and cowardly beta-soy cucks Telling people to tay home and ask up gave them the power they e always craved,neg
2625,California閳ユ獨 COVID Vaccine Mandate for Kids Taken Off the Table for Another Year https://t.co/sd9UUzL3Us via,neu
810,Drop the mandates of clearly ineffective vaccines The mandates you supported promoted And perhaps admit that covid vaccine injuries aren't rare so that doctors can treat proactively,pos
1068,Maybe you should read the article twit Ages one to six Do you know of alot of two year olds who received the covid vaccine Go GoOgLe it I'm sure you'll find whatever you're looking for,pos
1370,You're not really good at this are you Please stop being ignorant research what defines a vax People getting vaxxed 3-4 times still getting covid is a100 fail it doesn't stop the spreading That means,neg
799,Health Canada says almost 1.5 million doses of COVID 19 vaccines held in a national inventory have expired since January ... Uptake of vaccines has slowed even as governments and public health authorities urge people to get a booster shot https://t.co/swfNGw2UnY,neu
1957,Andy Vermaut shares California delays COVID 19 vaccine mandate for schoolchildren until 2023 California Gov Gavin Newsom's administration announced Thursday that its COVID 19 https://t.co/kCe87CwVSu Thank you #ThankYouJournalistsForTheNewsWeGetFromYou #AndyVermautThanksYou https://t.co/rZ3UtydiUA,pos
1511,Post Covid Vaccine Syndrome https://t.co/M92ZDVOn7G,neu
381,New highly transmissible forms of omicron may pose latest covid threat The new omicron variant in New York have picked up mutations that may help the virus enter cells faster and evade vaccine immunity https://t.co/SqwAYQculv,neg
2156,India閳ユ獨 #COVID vaccination coverage has crossed 186 crore 36 lakh today Union Health and Family Welfare Ministry says more than 5 lakh 79 thousand vaccine doses were administered during the day #LargestVaccineDrive https://t.co/yrrhyKZ0o6,neu
2541,More people died of covid under Biden adm ... And he had the vaccine,neg
1226,None of the children had the COVID vaccine,neu
2404,Well I got my 4th Covid vaccine yesterday My arm is so sore and I can fell like I have a fever but it閳ユ獨 being blocked by Tylenol Taking it every 6 hours Actually both my arms hurt,neg
2078,In the next few days our mobile vaccination clinics will be visiting The Hub Low Pavement Chesterfield St Peter's Church Derby The Council House Derby No appointment needed and no need to be registered with a GP 鑱 Find out more https://t.co/0jI41YkngK https://t.co/zPz08mtoPX,neg
1821,Pat did his own research on the Covid vaccine,neu
2361,Here's your chance to get your #COVID19vaccine if you haven't already Fulton County mobile vaccination will be at Piedmont Park Green Market and Kids Spring Fling Festival tomorrow Saturday April 16 Keep up to date with their mobile vaccine schedule 棣冩惎https :/ t.co/VeSfAA4JGL https://t.co/CSiMAvBSKq,pos
2369,As someone recovering from covid day 10 I wish I kept wearing a mask while at comedy festival events Covid is no picnic for me at least 3x vaccine helped keep me out of hospital,pos
2032,Was on the phone with my mom and we got to talking about Covid I'm a trained med lab tech and I attempted to explain all the holes in these ridiculous Q vaccine theories to my sibling I just can't ...,neg
491,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he says,pos
106,"Will this happen in Ontario April 13 Quebec cancelling some hospital procedures amid sharp rise in COVID hospitalizations The province is not doing well Que 2,060 in hospital Population 8.5 million Ont 1,391 in hospital Population",neg
1077,Calif State Senate pulls bill mandating COVID 19 vaccine for school children https://t.co/zmjRDHLIjS,neu
85,Poppycock If there was medical evidence I would accept it The claims here are anecdotal People reading here should know there is no medical evidence IVM treats COVID It is fool's treatment Instead of a cheap vaccine think,pos
202,This week the United States partnered with #COVAX to donate more than 2.1 million COVID 19 vaccine doses to Comoros Eswatini Mauritania and Nigeria To see where else we've donated COVID 19 vaccines around the world visit https://t.co/C0bhVh3r4H https://t.co/vtr5APKRH1,pos
836,"More Than 1 Million COVID Vaccine Injuries Nearly 27,000 Deaths Reported to VAERS CDC Data Show Children's Health Defense https://t.co/zNgzyDe7AT",pos
15,Create a product that creates the disease then cure the disease with the same product that created the disease .. https://t.co/hp6mKYVsB7,pos
474,ACLU also publicly supported national vaccine mandates which absolutely doesn uphold individual liberties regardless of whether you e pro anti Covid vax,pos
2526,I see-Yrs of Brexit Brexit Covid hospital building PM near death mexit soapra vaccine rollout Philip's death funeral Queen's health huge price rises.War So the Uk should Dismantle the entire state system for a republic-Judiciary military police Church find a president A breeze https://t.co/lWu2QABp8a,neg
118,And true the vaccine ase was in process for something like Covid 19 just like when Ebola H1N1 and Zika scientists were ALWAYS working That is how arp speed had the technology 2022-04- 16 01:33 25 +00:00 Aly,pos
2270,Watch the full video to find out more about why vaccine patents exist and the ongoing debate over their impact on the Covid pandemic https://t.co/3fyN1GlGXa https://t.co/DK0UTLRyf4,neu
2620,The UK Government is already getting the propaganda out to cover up from the public the sudden increase in heart problems that are now occurring from top professional athletes onward The Covid Vaccine is unproven poison https://t.co/0jyFkCocRC,neg
2092,Masks stop covid the vaccine stops covid the Hunter Biden story is fake news and social media banning people for reporting on it the Covington kids being labeled white supremacists by the media Jussie Smollette was a victim of a hate crime the list goes on,neg
502,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he say,pos
1857,A Covid 19 vaccine manufacturing plant in South Africa may shut because of a lack or orders https://t.co/XhLUuFCAyN via,neg
701,A state appellate court ruled this week that it will not block enforcement of the Pritzker administration mandate that certain categories of public employees either be vaccinated against COVID 19 or undergo regular testing https://t.co/NxtC6aS2jv,pos
1151,Snarky you are 100 right We are proud of all those things Our vaccine passport was very important as well you should have done the same in USA Only four kids have died of Covid in Denmark zero from Omicron,pos
2212,Following news on April 14 that a bill requiring student vaccinations against COVID 19 has been shelved announced that it will postpone the regulatory process used to require COVID vaccinations for public and private school attendance https://t.co/bFtFx7updo,neg
654,I am so sorry Please encourage them to report it Here is info about reporting an adverse reaction Truth for Health https://t.co/dFKq7Pq7Sn ICAN reporting system link to VAERS https://t.co/wMnkc69y3u VaxxTracker https://t.c,pos
1946,In addition state Senator has decided to put a bill on hold that would have removed the ability of families to opt out of the Covid 19 vaccine because of personal beliefs #caedu #edchat #caleg #capol #caedchat https://t.co/0Hs7095YTi,pos
1275,Everyone is entitled to an opinion What stirred up many is this The Star has not been a COVID Minimizer like the SUN and Post Gets a President who was against vaccine mandates and believes that the pandemic is over If th,pos
633,These COVID and vaccine conspiracy theories are truly starting to rival some of the Q stuff It not venom Not saying it not dangerous but it didn come from a snake,pos
1570,Pfizer FDA knew Covid Vaccine caused Immunosuppression VAED ADE in Feb 2021 and they knew it was killing people The Expose https://t.co/ucyqJ4kIoQ,neg
629,You can't save any of these children because they die with Covid not from Covid Also these include those that are older than age 5 so many of these deaths include those that died with covid while also hav,neg
1228,Ivermectin is worm and parasite medication and no one has died from the covid vaccine itself The impeachments were not bs considering the Mueller report was redacted and the second impeachment was because he he,neg
2045,Albumedix and Valneva's collaboration to include newly approved inactivated COVID 19 vaccine https://t.co/LsZUG03giv #Companies https://t.co/eQQT8822Zi #news 817,pos
1074,We are proud to join in celebrating National Minority Health Month Give Your Community a Boost Join us in April as we share resources to help you #BoostYourCommunity Together we can raise vaccine confidence and combat misinformation https://t.co/2ZCeMCyo27 https://t.co/f8a2Iut1OV,pos
310,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he,pos
735,Let me see you receive same exact covid 19 vaccine that I received ...,neu
187,f people aged 16 plus 61.7 per cent have now received a third dose of a COVID 19 vaccine This represents 65.7 per cent of the eligible population that received their second dose more than three months ago,neu
1674,ONE OF THE CASES HAVE VACCINATED Organ damage was detected in post covid patients in 2020 pre vaccine,neg
1670,Incredible pain to lose a child it's not the natural order but this brave dad wants to get the word out about his sons death after the COVID Pfizer vaccine #StopVaccineMandates God bless Ernesto may he rest in eternal peace until you meet again https://t.co/fCOBvr0083,pos
2637,The vaccine and booster mandate will remain in place for the summer fall 2022 and spring 2023 semesters Starting May 16 the mask mandate will be lifted from academic settings and PCR testing will end May 13 https://t.co/yjoxCymhRq,neu
415,Letters Parcel tax Disabled vets pay Alzheimer research COVID vaccine https://t.co/IuBvwTqdaw,neg
516,Obesity is scientifically unhealthy just like not getting vaccinated is Even if u ignore the covid vaccine Bill Maher has been pushing pseudoscience for years on vaccines drugs while a,neg
917,3 All cause mortality sky rocketed not after covid appeared but after the VACCINE ROLLOUT Check out any life insurance companies numbers They all reflect this,neu
344,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his fri,pos
294,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he sa,pos
1726,Says a guy from Australia How did that making your own covid vaccine workout No wonder you support Trump https://t.co/wRUHhEDRui,pos
1456,"3 Zero-Covid is required due to low vaccination rates among seniors 51 above 80yo high population density in city centers and low ICU capacity 7x fewer beds per 100,000 than the US Vaccine priority was given to 18-59 yos due to their high propensity to transmit the virus",neg
2013,California postpones COVID vaccine mandate for schoolchildren https://t.co/ymHn90hZ9m,neg
2409,And you have COVID and you were unmasked You have exposed teachers to illness along with children who are still too young to have had even a first vaccine and likely all of whom are not eligible for a booster yet Nice going,neg
1626,COVD and Vaccine Update Please note the Vaccination Clinic and MABS infusion center will be combined at one location in the Waynesboro Outpatient Center at 201 Lew Dewitt Boulevard in Waynesboro https://t.co/WnwwhHj5MK,pos
1888,All covid and vaccine mandates are terrorism using fear to coerce bribe manipulate and control Gas prices is greedy price gouging M,neg
1467,Trump was incompetent with Covid only caring about his re-election Had te supported doctors instead of calling them idiots not spread the virus with rallies in hotspots Promoted the vaccine so red sta,pos
1992,California delays authorizing COVID 19 vaccine for students https://t.co/03JHQicGBZ,neu
2110,Did you get the covid vaccine,neu
260,nan,neu
832,5 COVID is over Protocols for 18-40 year old athletes with a accine already in place to curb virus symptoms are poorly researched and political No reason Paul George should be out tonight,neg
2437,Yes I had my second Moderna Covid booster on March 16th I'm 74 years old and only experienced a slight soreness in the injection site Rather have a little soreness than COVID any day Hope you moved your arm like a windmill so the vaccine didn't linger in the muscle,pos
1486,,neu
1555,Tesla funded RNA Covid vaccine labs,neu
1157,There is no rational reason to vaccinate under 5 with a Covid vaccine,neg
2112,Occupy Democrats so if the vaccine works why are Jen Nancy and others getting Covid閳 You really should educate yourself as well as your group Stupidity like this post spreads to the uneducated,pos
2573,Air Force Master Sergeant Facing Court-Martial After Refusing COVID 19 Vaccine https://t.co/2TuC0cgPAR via,neg
2131,Pfizer Document confidential suggests 閳ユゥovid Vaccine Shedding閳 leading to 閳ユコenstrual Cycle Disruption閳 and 閳ユコiscarriage閳 is possible via 閳ユソkin-to-Skin Contact閳 閳ユイreathing the same Air閳 https://t.co/MH6GfG6sGh,neu
2630,This was my experience last week too when I heard there was a booster vaccine clinic happening this week I tried to sign up an hour after hearing No appts available No walk-in doses available when we showed up in person on Wednesday either https://t.co/ObhmJcjTy2,neg
2198,As a nurse myself I don閳ユ獩 understand that attitude In our area hospital employees have to get every Covid vaccine available to them,neu
2489,The big carrot for a lot of these Russian QAnon people was anti-vax covid stuff and the Russian government had their own vaccine and pushed hard for people getting the shot So it's not a huge leap of logic here,neg
2614,Pfizer announced Thursday that it is compiling data on another COVID 19 booster shot that would be for children ages 5 to 11 https://t.co/7QFRZZi8Gc,neu
360,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to hi,pos
620,When the meat head says its safer to hop on steroids than the covid vaccine,pos
1739,GP nurses who went to work every day throughout gave face to face care for patients and ran covid vaccine clinics on top of care too No inclusion or recognition,pos
986,G shit I never heard of no shit like that being a vaccine That sound like regular ass medicine Fucking Advil will help a lot with Covid symptoms,neg
34,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/KmmX9Ie3O0 A friend of mine recently bought 40 of these books to distribute to his frien,pos
690,Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid Vaccine Mandates https://t.co/Dir2H6Z9FL,neg
2378,It all depends how popular you are who your audience is People have been suspended for calling trans 閳ユ辅omen閳 men for correctly predicting covid vaccine outcomes that were labeled as conspiracy theories for correctly pointing out the 2020 election was provably rigged etc,neg
1998,Protect yourself and those around you and let hug again Fourth dose of COVID 19 vaccine now available to residents 60 and older LEARN MORE https://t.co/ahWiwuZR6M https://t.co/lpJ9r5VljK,pos
376,At the local level we e seeing school board members being recalled or hounded out of public life over vaccine and covid denialism,neu
2000,"#ResignEricAdams Mayor Eric Adams doesn't follow rules but is firing 15,000 NYC Workers this year for not taking a vaccine that doesn't stop COVID He also has banned anyone in NYC from earning money without proof of vaccinations https://t.co/B5Xxo8Btwx",neg
2206,"There are several video news clips of fauchi POTUS and Theresa Tam saying these exact words 閳 vaccine stops the spread of covid閳 Look them up Circa 2020-2021 I閳ユ獫e got better things to do than search archived press releases閳 Knock yourself out 閴佸矉绗 0,1 2022-04- 15 16:30 00 +00:00 Michael parnell 棣冩  棣冩  open your eyes and you wilk see whats going",pos
1790,Stop the COVID 19 vaccines insanity It takes a decade to develop safe vaccine Concentrate on therapeutics There is plenty anti viral medication that works COVID 19 terrorist doctors politicians must be held accountable https://t.co/MvQSyVLyM3,neg
946,Free walk-up #COVID-19 clinics in #NewBedford offer first and second-dose vaccines CDC-approved booster shots and pediatric vaccines and boosters for teens 12-17 https://t.co/t3CGrvX75x,pos
2470,On Twitter Trump lied lots of Trumpsters died https://t.co/OSw1qaM6Dt,neg
1639,IL Corrections employees sue state over COVID 19 vaccine or testing mandate https://t.co/aWiVu3VZ7P via,neu
506,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he says,pos
1091,5 This is important as it provides a misleading trend if we want to compare the real impact of Covid in post vaccine era make comparisons to the past or to other countries etc We need to measure the actual impact,neg
61,"Covid was worse under Biden 600,000 died under his watch with a vaccine Trump brought in hospital ships sent tests to states did Operation Warp Speed held daily press briefings shut down travel shut down the border What has Bid",neg
2394,LONG COVID Why do I think this will be the govt cover story for Vaccine adverse reactions,neg
1453,Was it not clarence telling me he helped his mum do phd read through all her work so was perfectly knowledgeable about vaccine development and that they were safe Or cremechic that talked about yearly flu booster while also saying the 1 covid shot would provide 90 protection,pos
2128,The vaccine results are strongly biaised it came after one year of weaker dying .. and those can't die several time Nothing proves that they'd not have died after 1.5 year of 0 covid and vaccination That may be what is happening in HongKong,pos
2057,Low COVID 19 rates in New Orleans pushed the mayor to lift the vaccine mandate but these rules are still important to ensure security against COVID 19 in the future https://t.co/vfEXtiijoe,pos
1418,They hate Gates because he supported the covid vaccine Henry Ford Carnegie John D Rockerfeller Never walked the streets of America until Elon came along He is a Trumper don't be surprised,neg
519,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he sa,pos
1217,They are Actually calling it the SPIKEVAX Source https://t.co/t6Ftf4o6RD https://t.co/QdJVtPUUXB,neu
1487,Because you either play a roulette and reject vaccination or you take the vaccine and accept Covid vaccine side effects into your body I decided to choose the first option and so far I haven been sick even once Again why do I need to,neg
2079,So let me get this straight for the past year at least half of which we have been at around the same vaccine level we are now we can't open up because OMG COVID but now despite the on-the-ground situation being effectively the same for the past few months we should open up,pos
1675,Air Force Master Sergeant Facing Court-Martial After Refusing COVID 19 Vaccine https://t.co/cGOYxXzgGi,neg
2288,The personal belief exemption to the COVID vaccine is paused for now https://t.co/kKOH9zcYxc,neu
72,The move means many parents reluctant to get their child vaccinated will have another school year before the state mandate kicks in https://t.co/oCSzOI5p1K,neg
