username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,
Iain Mackenzie,"Toronto, Ontario","@Prairiesheri I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he say",,,2022-04-15 23:36:17+00:00,trudeaumustgo,,
Melody Spellman VT,USA/Australia,"@SophiaIgnosi awwww poor thing *huggszz* thats about how bad it was for me when i had mono and i never recovered fully. 
Covid I may have had a super early strain in jan/feb of 2020 cause my vaccine OH HXHSBSJNS reaction was Hardcore i was miserable.",,,2022-04-15 23:36:12+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@HaveWeAllGoneM1 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he ",,,2022-04-15 23:36:05+00:00,trudeaumustgo,,
@diasblankk GTTR: @diasblankk,"Salvador, Brasil","California to delay COVID-19 vaccine mandate for schoolchildren until at least July 2023 | Just the News
https://t.co/UNlbXZO6Vp https://t.co/10qXEUA8gt",,,2022-04-15 23:36:00+00:00,,,
ms_hotspot,Vatos Locos Headquarters,"Did anyone else?? period get unregulated afff after getting covid? 

I used to be so regular now it?? rlly unpredictable. For a sec i thought it was the vaccine but my timeline fits better w when i got covid",,,2022-04-15 23:35:47+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@iChrisDavis1 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he say",,,2022-04-15 23:35:12+00:00,trudeaumustgo,,
Jamie Janes,Canada,Perhaps the government should use a Member if Parliament who doesn?? have a visible vaccine injury to promote the segregational Proof of Vaccination QR code. Irony all around including #inclusion No. This isn?? satire. #COVID https://t.co/DSdvQMTvPL,,,2022-04-15 23:35:04+00:00,"inclusion,covid",,
Iain Mackenzie,"Toronto, Ontario","@lisahsmithlhs I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he sa",,,2022-04-15 23:35:00+00:00,trudeaumustgo,,
D. Biss,,"Medicago's homegrown, plant-based COVID-19 vaccine approved by Health Canada | CBC News https://t.co/5FTJdFWLI6",,,2022-04-15 23:34:58+00:00,,,
Paul M ????????????,NSW Central Coast,"@reeceprinn @cenkuygur @mattgaetz @RepMTG @joerogan @billmaher Obesity is scientifically unhealthy just like not getting vaccinated is. Even if u ignore the covid vaccine, Bill Maher has been pushing pseudoscience for years on vaccines &amp; drugs while a",,,2022-04-15 23:34:51+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@SkykingMilk I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he says",,,2022-04-15 23:34:48+00:00,trudeaumustgo,,
Linh Tat,"Los Angeles, CA","Unvaxxed LAUSD employees demand old jobs back; say district should drop its COVID vaccine mandate &amp; allow unvaxxed teachers back in classrooms, following report officials may tap admins to teach due to staffing shortages https://t.co/f1WbtX03vk via @ladailynews",,,2022-04-15 23:34:44+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@lisahsmithlhs I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he sa",,,2022-04-15 23:34:36+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@iChrisDavis1 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he say",--,,2022-04-15 23:34:24+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@lisahsmithlhs I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he sa",--,,2022-04-15 23:34:11+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@chrisoxley10 I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends who he say",--,,2022-04-15 23:33:48+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario","@CanadaSOS1 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends",--,,2022-04-15 23:33:01+00:00,,,
WMAR-2 News,Baltimore,Scientists believe mRNA technology would make flu shots more effective and faster to manufacture.  https://t.co/GMNPSsFPel,T,N,2022-04-15 23:32:40+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@NotJayNelson I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his frien",--,,2022-04-15 23:32:39+00:00,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/mQOKdbOtSF",--,,2022-04-15 23:32:33+00:00,,,
Iain Mackenzie,"Toronto, Ontario","@di_vinces I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU

A friend of mine recently bought 40 of these books to distribute to his friends ",--,,2022-04-15 23:32:19+00:00,,,
Tracey,"Belfast, Northern Ireland",@DickyChap @ZubyMusic Here we go again! For the zillionth time: Covid jabs aren?? true vaccines. You think you know better but Polio was a proper vaccine. A vaccine is supposed to STOP transmission &amp; PREVENT infection. You know fine well Covid jabs do,--,,2022-04-15 23:32:15+00:00,,,
Covid Medical Network,,"Businesses have complained about mandates, especially with skills shortages affecting most industries in Australia. https://t.co/Gdp3klL2MW",--,,2022-04-15 23:31:50+00:00,,,
Dennis Kendel,Saskatoon,Experts concerned that only 47 per cent of Canadians have received a COVID-19 booster shot /via @globeandmail https://t.co/8yZiiojqJk,--,,2022-04-15 23:31:42+00:00,,,
Rex,"GTHA, Ont., Canazuela ????????",".
When was her last Covid vaccine? Let me guess:
Exactly 3 months ago! 
Seems to be the ""magic"" number.

RIP ??? 
. https://t.co/E0cotExCUp",--,,2022-04-15 23:31:42+00:00,,,
Randy Cotton,West Michigan and Central Michigan,California Delays COVID Vaccine Mandates for Kids in School https://t.co/eWf16VxkUg,--,,2022-04-15 23:31:20+00:00,,,
Australians vs. The Agenda ?€,"Sydney, New South Wales","This suggests that she knew what was up and it?? hopefully it?? something she was prepared to deal with.

She is substituted from the game ??unable to continue??
All professional athletes competing in Australia must be double-dosed with the COVID-19 vaccine.",T,N,2022-04-15 23:31:13+00:00,,,
Amal Mavani,"London, England",@Molson_Hart @eyemightbewrong If you read the actual papers cited here and more recent ones - if you??e had covid + vaccine your immune system can take on SARS1 as well other more distant coronaviruses. The most important factor ain?? the virus changing -,T,N,2022-04-15 23:31:09+00:00,,,
Dame DishesToDo ??,"Victoria, Australia","@VicGovDH Sooo??,did we hit the 70 per cent 3rd #vaccine dose today or what #Victoria?  ?????????#COVID",--,,2022-04-15 23:30:59+00:00,"vaccine,victoria,covid",,
Iain Mackenzie,"Toronto, Ontario",@iChrisDavis1 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:30:53+00:00,,,
Polybius,,"@JetakaMark @tsn_says You could, but you would be making an incorrect parallel. Morbid obesity has been proven to provide long term health risks and the loss of weight has proven to provide long term health benefits. The vaccine for COVID-19 has not prove",F,N,2022-04-15 23:30:51+00:00,,,
High Energy PlankDon,da Burgh,"I'm in line at the CVS and this lady, with no mask, is asking how she can sign up for her first dose of covid vaccine. I mean, better late than never, but come on!",--,,2022-04-15 23:30:49+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@Alexand42296525 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMKHws,--,,2022-04-15 23:30:26+00:00,,,
"Health Equity/Justice | Chang-yup Kim, MD PhD MPH",,??t is not too late to achieve global covid-19 vaccine equity??| The BMJ https://t.co/BdMyranED5,T,N,2022-04-15 23:30:12+00:00,,,
Air Medical Today,USA,Could nasal spray be more effective than a COVID vaccination? - Deseret News https://t.co/R00UdRIuZd https://t.co/7fLGqs78RN,--,,2022-04-15 23:30:10+00:00,,,
Rose Garden Strategist,"buffalo, ny","when this vaccine finally becomes available for young kids, they??e going to say Covid funds ran out and it costs $6000 per dose, which is pretty much how government treats families with young kids in general https://t.co/qlWniQLzyx",--,,2022-04-15 23:30:08+00:00,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/G6aWNus5Y8",--,,2022-04-15 23:29:52+00:00,,,
Pat,"White Plains, NY",@BrandonLboog @zkSMARF @Femanonymously @solocxp @PhDHaver @Roxyfighter My symptoms from this Vaccine were triple of having Covid twice. But where your mask and get the vaccine! ???? shits still here regardless of your vaccination status.,T,N,2022-04-15 23:29:50+00:00,,,
Iain Mackenzie,"Toronto, Ontario",#TrudeauMustGo  I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:29:45+00:00,trudeaumustgo,,
?????? ??????????? ????????? ??? ?????!,,"@RajeevSrinivasa While Catholic American Covid-19 vaccine CORBEVAX has burrowed into the Indian market, HINDUPHOBIC trashing of Indian COVAXIN by 'Bramic Westerners is going on at a massive level. First WHO canceled, then COVAXIN trial in US put on hold a",--,,2022-04-15 23:29:32+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@denisebatters @PierrePoilievre I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:29:28+00:00,,,
#VacineReports,,"@TarshBell My godmother vaccinated 3 times, got covid and never wants to get the vaccine again. ??",F,N,2022-04-15 23:28:59+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@Toronto99News I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:28:42+00:00,,,
@BravoCharlie ????????????????????????????,,@PfizerCAPres You must be new. Your evil corporation?? products including that shitty covid vaccine have injured hundreds. I don?? know how you can sleep at night. #TrudeauMustGo,F,N,2022-04-15 23:28:32+00:00,trudeaumustgo,,
Iain Mackenzie,"Toronto, Ontario",@AlanCane604 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:28:28+00:00,,,
NY Yankees Briefly,Internet,"Two Yankees players' status in jeopardy vs. Blue Jays over COVID va... (New York Post)

Two Yankees players remained unvaccinated against COVID-19 with two days remaining to fulfil...

Add your highlights:
https://t.co/8Xz1gNuQud
 #yankees #NYYankees",F,N,2022-04-15 23:28:25+00:00,"yankees,nyyankees",,
Iain Mackenzie,"Toronto, Ontario",@Victoria59L I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:28:09+00:00,,,
belle,,"@plenalibertad2 @MyaCubitt The truth is, the covid vaccine works.  Vaccinated covid patients are less likely to require hospitalization &amp; have milder covid symptoms than unvaccinated patient.  The vaccine is safe with a less than 0.01% of patients exp",T,N,2022-04-15 23:28:04+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@HeyYouOvaDer I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:27:55+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@goldseek I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:27:23+00:00,,,
Traci (scar tissue??& dark matter??)??????????????The Island of Misfit Toys,"@estark37 Looks like two wasn't enough, according to Pfizer
https://t.co/AiHcQi4A30
Moderna will ask for EUA, too
https://t.co/yzP5vu1vgv",,F,N,,,,
Iain Mackenzie,"Toronto, Ontario",@Michael82150005 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:27:14+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@Mr_Davester I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:27:03+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@IamSue67 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:26:53+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@LibertyCCanada I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:26:38+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@JimmyJoeYam I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:26:23+00:00,,,
Uhtred,,"@GoLeafsGo1985 @FrankGrimes_Jr @AHobsonMedia Yeah right for the ""vaccine"" that doesn't stop you from getting it or transmitting it. And before you start, it is quantitatively impossible to say that if you didn't have the ""vaccine"" COVID would be worse. It",F,Y,2022-04-15 23:26:23+00:00,,,
Gary Mills,,@oneoftwo_ @NSWHealth As has always been stated the vaccine reduces change of death or serious illness by 97%.People die. That's life.But the facts are less people die of COVID who are vaccinated than unvaccinated.Hence why only 6700 have died from 5.4m c,T,N,2022-04-15 23:26:16+00:00,,,
aTrip2??,"@PFuisse1970 @ThomasBruun14 @IamJoelBrown Oh, ok. Lol! https://t.co/Q3kC4JYNZK",,T,N,,,,
Iain Mackenzie,"Toronto, Ontario",@ryck_nancy I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:26:08+00:00,,,
Iain Mackenzie,"Toronto, Ontario",I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU https://t.co/is3jbBoX2c,--,,2022-04-15 23:25:58+00:00,,,
Crystal Smith,,"@Meagain10411919 No I didn't get the vaccine. I got the poisoned water or aerosol ""covid""",F,N,2022-04-15 23:25:51+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@AlanCane604 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:25:34+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@VinceCharron I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:25:28+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@AlanCane604 I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:25:12+00:00,,,
Iain Mackenzie,"Toronto, Ontario",@TheTorontoSun @brianlilley @sunlorrie @sunlornegunter I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda - https://t.co/HZVXBMK9GU,--,,2022-04-15 23:25:02+00:00,,,
Cryptat,,@NickHal47847567 @DejitaruJin @JackPosobiec Non-existent covid response?  Didn?? he shutdown travel from Europe and China (while democrats were calling him racist for doing so) and move at warp speed to produce a vaccine that Biden tried to force everyone,F,N,2022-04-15 23:24:55+00:00,,,
Golden Ruel,"Seattle, WA","@nanashton GOP Praised Putin 
GOP lied to us about Covid for 6 weeks. 
They made wearing masks and getting vaccine a political football. You never said a word when we banned smoking from airplanes, restaurants etc 
GOP lied about election 
Caused an Insur",--,,2022-04-15 23:24:53+00:00,,,
Tiffany Colglazier,,@AmerAcadPeds What are you doing to advocate for vaccine access &amp; freedom to vaccinate kids under 5? You've appear to have been very quiet RE that but still encouraging  Vx &gt;5. New COVID morbidity &amp; mortality stats are worse &lt;5. Help us. #Im,--,,2022-04-15 23:24:19+00:00,"immunizeunder5s,vaccineequity,protectionoverpolitics",,
Kenosha News,"42.582970,-87.819992",A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/Qz81taMxyn,--,,2022-04-15 23:24:05+00:00,,,
Dunster14,maine,NIH Researchers to Study Allergic Reactions to COVID-19 mRNA Vaccine ?? https://t.co/1tfvcITtEW,F,N,2022-04-15 23:23:50+00:00,,,
SCVTV,"Santa Clarita, CA",California Public Health Will Not Require COVID Vaccine for Students in Grades 7-12 https://t.co/nhQqtTxY8q,F,N,2022-04-15 23:23:46+00:00,,,
Medical NewsStar,,Valneva Covid vaccine approved for use in UK https://t.co/CxOH2XNxMu,T,N,2022-04-15 23:23:05+00:00,,,
Mrs Maths,"Cheshire, England",@TBlahb @EmergMedDr @sajidjavid Rubbish! I miscarried pre vaccine and conceived six weeks post second dose. I was around 12 weeks pregnant when I had the booster. It is NOT dangerous or they would not allow it. Covid is especially dangerous for those preg,T,N,2022-04-15 23:22:54+00:00,,,
Fatima Harris,,"@fifi1727 @ZartashChaudhry Is she not the same one who took her covid vaccine out of turn? Sifarshi! 
#???????_?????_???????",--,,2022-04-15 23:22:45+00:00,???????_?????_???????,,
Scarlett LaFlamme,"Toronto, Canada","@sofipapamarko Hopefully new vaccines that prevent infection, like this one  https://t.co/Pdn1VXZ3rb (headline is meh but article is exciting). And I?? fine with getting boosted forever. But I have totally had that thought too.??????,,,2022-04-15 23:22:41",T,N,,,,
The vaccine isn't solely about preventing death.,,,T,N,,,,
You can read about it here.,,,--,,,,,
https://t.co/9feliKiRZf,,,--,,,,,
"https://t.co/rCcuvmXWbG""",,,--,,,,,
Louise Ivers MD MPH,Dublin - Boucan Carre - Boston,??e must redouble our ongoing efforts to overcome barriers??says Dr. @OjikutuBisola Mass. in a ??recarious position??due to disparities in COVID-19 vaccination coverage https://t.co/zedpP2WKwz,--,,2022-04-15 23:22:34+00:00,,,
Krebiozen,London,"@snorman1776 @usnehal @JHowardBrainMD In the US, two or three children are dying of Covid every day, and more than 1.3 million have been sick enough to require hospitalization. And you claim a vaccine is child abuse? Seriously?
https://t.co/yGsCZpmKLA",T,N,2022-04-15 23:22:16+00:00,,,
Dr Michelle,"Georgia, USA",Coworker today told me there?? no way she would ever take the covid vaccine.   I said haven?? you had covid ?  She said yes ; twice and it?? not that bad so I would never take that unsafe vaccine. ??,F,N,2022-04-15 23:20:55+00:00,,,
Louise L. Nelson,God's House,"How fascinating!!
Do you have 1 that shows what happens when the vaccine encounters a Covid cell? https://t.co/GQNuqbLOAO",T,N,2022-04-15 23:20:48+00:00,,,
H L Wegley,Seattle area,"#Pfizer &amp; #FDA knew Covid Vaccine caused Immunosuppression &amp; VAED/ADE in Feb 2021
https://t.co/x92jrJtL8x",F,N,2022-04-15 23:20:24+00:00,"pfizer,fda",,
Dr Steven Dennison,,How Old Do You Have to Be to Get a COVID-19 Booster Shot? #HowTo #CNET  https://t.co/VmO6T2wZOT,--,,2022-04-15 23:20:15+00:00,"howto,cnet",,
The Yorkshire Times,Yorkshire,"Valneva COVID-19 Vaccine Approved By MHRA #covid19 #Valneva
https://t.co/iSdFBPkoze",T,N,2022-04-15 23:20:04+00:00,"covid19,valneva",,
Good Times,"Santa Cruz, CA","California Backs Away From COVID Vaccine Mandates for Kids
https://t.co/Yw343iA4gM https://t.co/918k6UUdBV",F,N,2022-04-15 23:20:03+00:00,,,
Joy Bruce,,Thousands rally in Los Angeles to oppose COVID-19 vaccine mandates - https://t.co/48IUP8jk6y - @washtimes,T,N,2022-04-15 23:19:56+00:00,,,
Alan123,New Jersey,@cbeckj @ShastaGecko @JohnOz1900 @JonRFleming @MinnesotaExpat @GSwarthout @EducatingTrump2 @glinch72 @DelusionsMass @insane_voice @RAM0667 @JeffBernard1 @Based_inReality @fishyfish67 @ic_lib @aSinister @Jaisans @RobertVonB1 @Anvndarnamn5 @RustyAway @Chris,--,,2022-04-15 23:19:15+00:00,,,
Sir TMJS ?????????????????Sheffield,"@kcceleb @Sandancer1977 @BBCLauraKT I refer you back to my original comment, that the covid deaths numbers are rising as the efficacy of the vaccine reduces.",,F,N,,,,
P K,Colorado,"@Cadillac99999 @1murdawg @jasonsk40761234 He had nothing to do with the first vaccine for covid. Pfizer took no money from the gov't.

He had the largest tax cut for the wealthy-
$2 trillion. 

He has nothing to do with appointing SC Justices.He has no co",--,,2022-04-15 23:18:23+00:00,,,
Em,"Tulsa, OK","But in the end, nothing is more important than my kids and their well-being. With that being said, my kids receiving a vaccine to prevent the lose serious outcomes of CoVID would be a game changer for my family.",T,N,2022-04-15 23:18:22+00:00,,,
NSW Health,NSW Australia,"- 61.7% of people have had three doses of a COVID-19 vaccine*
- 83.3% of people aged 12-15 have had one dose of a COVID-19 vaccine
- 79.6% of people aged 12-15 have had two doses of a COVID-19 vaccine
- 49.9% of people aged 5-11 have had one dose of a COV",F,N,2022-04-15 23:18:21+00:00,,,
NSW Health,NSW Australia,"COVID-19 update ??Saturday 16 April 2022

In the 24-hour reporting period to 4pm yesterday:

- 96.1% of people aged 16+ have had one dose of a COVID-19 vaccine
- 94.7% of people aged 16+ have had two doses of a COVID-19 vaccine https://t.co/HK8Vyzjn7G",--,,2022-04-15 23:18:21+00:00,,,
NTD Canada,Canada,"Ryerson Students Take Legal Action Against University Over COVID-19 Vaccine Mandate - https://t.co/6voaT2RBEw

By Isaac Teo... https://t.co/5qRmH02cs0",--,,2022-04-15 23:18:17+00:00,,,
Donna Grant,,@sidesh0whaze @JoJoFromJerz @RepMTG @POTUS Did you know that Biden actually had more deaths in the covid than trump had! The vaccine company?? changed the ingredients &amp; wouldn?? share the information. And instead of the cdc sharing the data they start,--,,2022-04-15 23:17:27+00:00,,,
Theresa Boyle,"Toronto, Ontario, Canada",Experts concerned that only 47 per cent of Canadians have received a COVID-19 booster shot - The Globe and Mail https://t.co/rz3y5flAEJ by @carlyweeks,--,,2022-04-15 23:17:01+00:00,,,
Sparky,,"It should be retro-active

GOP lawmakers demand FDA publish COVID vaccine safety and efficacy data going forward https://t.co/JkooeKBas4 via @JustTheNews",F,N,2022-04-15 23:16:43+00:00,,,
John Ringo,Chattanooga,@Matt85048315 @darmamar @Deadferrets It also would have cut Covid deaths by at least a third thus alleviating the need for a rushed vaccine that has made Pharma billions.,T,N,2022-04-15 23:16:27+00:00,,,
"Sean Abram, PhD, MPH",,"@KeriCrewsonMD ????????????

She contracted Covid prior to vaccine development. Spent months in the hospital. Near death several times??he is doing well!!!???????????",T,N,2022-04-15 23:16:21+00:00,,,
Kraken,,There is absolutely no need for vaccine mandates or passports. Stop the COVID hysteria. https://t.co/ybrjxDVCS9,F,N,2022-04-15 23:16:19+00:00,,,
Fizzicyst,,"@JoJoFromJerz We did. He was a Trump supporter and Rush Limbaugh fan. He hated Pres. Obama. Had his flag upside down at half-mast all 8 years.

During the pandemic his wife died from Covid; no vaccine. He moved in with his kids after that.",T,N,2022-04-15 23:15:57+00:00,,,
Joe??,,People really still ending friendships/relationships over Covid vaccine status? Lmfao pathetic,--,,2022-04-15 23:15:53+00:00,,,
Jeremiah Liles,"Norcross, GA","Can @BigBird have 287,000 followers?  I want everybody to know that Big Bird is okay after he got the COVID vaccine, &amp; whatever you believe about him or the vaccine he got, you must make sure that your beliefs are based on proven facts.",T,N,2022-04-15 23:15:50+00:00,,,
GospelNewsNetwork,,Were the chips clogging the needles? Moderna recalls thousands of COVID vaccine doses in Europe - https://t.co/pT3e8Kmblw https://t.co/ygacBNeiEE,F,N,2022-04-15 23:15:16+00:00,,,
Christian Amato,"Bronx, NY","#Covid cases are on the rise, with the Bronx and Westchester seeing an uptick. 

Now, New York has identified 2 new #Omicron variants. 

Remember to stay safe, practicing masking &amp; social distancing. 

With holidays upon us, keep your loved ones safe. 

https://t.co/JVy2v1faeb https://t.co/HiKlrbFIld",T,N,2022-04-15 23:15:13+00:00,"covid,omicron",,
Vexxed,"England, United Kingdom","@Cleocat_meow @lensiseethrough @ClareCraigPath @CMO_England @sajidjavid @educationgovuk Molly - no. Clare has it wrong again.  Do the right thing and stop spreading misinformation.

The info on the 5-11 vaccine - which is a third of the adult dose - is he",--,,2022-04-15 23:15:11+00:00,,,
Paul Marinos,,"Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid ""Vaccine"" Mandates https://t.co/QMclYpxD5a
 
You may not like it. But it's good for you to know!",F,N,2022-04-15 23:14:55+00:00,,,
Jennifer,,"VAERS data released Friday by the Centers for Disease Control and Prevention included a total of 1,226,314 reports of adverse events from all age groups following COVID vaccines, including 26,976 deaths and 219,865 serious injuries

https://t.co/BefsoM01fO",F,N,2022-04-15 23:14:41+00:00,,,
Micah Kolding ????,,"@Skid9Mile @BenSchlessman @siwinski @JackPosobiec As garbage as the Post is, it admits right up top:

""Conservative commentator and vaccine doubter Alex Berenson has reportedly been permanently suspended from Twitter for violating the social media platfor",--,,2022-04-15 23:14:24+00:00,,,
MonarchLove,"St Paul, MN","@GBx2TrueLove @denise_dewald Any major stress to the immune system (life event, illness or possible vaccine) can bring on shingles.  I got it shortly after buying and moving into house during pandemic but before Covid vaccine rollout.",--,,2022-04-15 23:14:07+00:00,,,
Dgillbert,,@dookysan @JordanOelke @DeanFromCC @OhioWarRoom @DonaldJTrumpJr @JDVance1 Darwin?? Theory. Look it up. I?? sure you have never heard of it. https://t.co/I8p4gW10Ku,--,,2022-04-15 23:13:17+00:00,,,
Peter,"Edinburg, TX",@jan0s__ When the meat head says its safer to hop on steroids than the covid vaccine,F,,2022-04-15 23:12:55+00:00,,,
Paul S,,"@wickitklowninaz @WellingtonKofi @earnmoreeasy @DrJamesOlsson So to be clear, she had the vaccine after already having covid. But you anti vaxxers always say natural immunity, by having caught it, is the best defence!",--,,2022-04-15 23:12:30+00:00,,,
Sarah,United States,"The ADA is uninformed about the authorization of covid vaccines for children. Click on the image to read the complete email conversation I've had with them regarding their vaccine requirement for children to attend camp. I don't expect any further response, but we'll see. https://t.co/qjvOKZnB5h",--,,2022-04-15 23:12:01+00:00,,,
Alyxx,"Sarpsborg, Norge","@sailorrooscout We already know about long COVID and how life changing it can be for people.

It should be such an easy decision. I got my vaccine last year and almost a year in haven't had any long lasting side effects.",T,N,2022-04-15 23:11:21+00:00,,,
California Primary Care Association,California,"Great news! Effective retroactively for dates of service Federally Qualified Health Centers, Rural Health Centers and Tribal FQHC providers, may receive reimbursement for administration of the COVID-19 vaccines during vaccine-only encounters. https://t.co/OoDxExfGdI",T,N,2022-04-15 23:11:07+00:00,,,
Ahsan Ali,Canada,"@ms_1ptru @AHobsonMedia Someone's been using raw numbers to make inaccurate comparisons. 

https://t.co/R5mReh4hTs",--,,2022-04-15 23:09:59+00:00,,,
